ssn,first_name,middle_name,last_name,gender,current_age,street_address,email,marital_status,current_timestamp,street_address_med,state_med,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,deceased_status
b175200946,mary,,shuey,f,53, 2  melaleuka  close ,mary.shuey@mail.com,not-married,2018-7-31t08:07+00:00, 2    melaleuka    close ,nt,148,46,78,225,,abdominal-discomfort,0
h194866741,cynthia,perry,strickland,f,32, 294  milne  road ,strickland.cynthia@hotmail.com,divorced,2018-7-31t08:25+00:00, 294    milne    road ,sa,76,33,71,134,,fall,0
g178550114,neil,john,dohan,m,23,,neil84@aol.com,married,2018-7-31t01:30+00:00,,wa,64,16,74,220,0,low-energy,0
i189601724,derrick,everett,naylor,m,46, 237  bay  street ,derrick45@aol.com,married,2018-7-31t12:18+00:00, 237    bay    street ,nsw,145,38,76,126,,finger-numbness,0
g111790680,sally,antonette,wingo,f,39, 2  congou  street ,sally97@yahoo.com,separated,2018-7-31t02:05+00:00, 2    congou    street ,nsw,110,38,78,185,,headache,0
a116717294,ronald,kent,reeves,m,32, 35  gardens  hill  crescent ,brlepcrqpi@aol.com,married,2018-7-31t19:02+00:00, 35    gardens    hill    crescent ,nt,100,33,73,109,0,cardiomyopathy,0
b121239653,felicia,d,scott,f,30, 11  innellan  road ,tilhtjbniq@hotmail.com,not-married,2018-7-31t18:38+00:00, 25    petrik    drive ,vic,129,48,77,149,,left-leg/ankle-fracture,0
h148254017,anthony,bryan,marshall,m,20, 43  lewis  street ,marshall97@gmail.com,married-de-facto,2018-7-31t16:17+00:00, 43    lewis    street ,nsw,91,31,75,166,0,increased-depressed-mood,0
d190574827,james,king,tucker,m,43, 128  clift  crescent ,tucker.james@mail.com,not-married,2018-7-31t23:41+00:00, 128    clift    crescent ,act,130,39,76,173,1,medial-meniscus-tear,0
g197445237,angela,michele,gore,f,46, 11  dublin  road ,gore2@aol.com,divorced,2018-7-31t06:43+00:00, 11    dublin    road ,vic,133,52,83,130,,anxiety-attack,0
g135344220,thomas,kevin,schlecht,m,19, 13  crimea  street ,efmtnjttkf@gmail.com,married,2018-7-31t12:27+00:00, 13    crimea    street ,vic,65,21,72,196,,fall,0
h169771126,ritchie,michael,soldow,m,36, 11  jack  place ,ritchie.soldow@mail.com.au,married-de-facto,2018-7-31t19:28+00:00, 11    jack    place ,qld,123,35,72,136,,head-cold,0
b193517829,amaris,emily,mcgannon,f,31, 32  marsh  street ,erlskoptsj@mail.com,separated,2018-7-31t23:08+00:00, 32    marsh    street ,nsw,102,34,68,189,,paranoid-delusions,0
a156613011,john,matthew,sturn,m,25, 17  somerset  street ,sturn.john@mail.com,married,2018-7-31t20:03+00:00, 17    somerset    street ,nsw,126,38,76,62,0,insomnia-related-to-repeatedly-gettting-up-to-urinate,0
i112876910,mandy,m,chappell,f,28, 1  montpelier  drive ,mandy8@aol.com,not-married,2018-7-31t01:13+00:00, 1    montpelier    drive ,tas,111,39,70,120,,low-energy,0
b108702805,stanley,michael,jones,m,27, 4  callander  avenue ,stanley60@yahoo.com,separated,2018-7-31t15:04+00:00, 4    callander    avenue ,wa,63,20,79,150,0,left-cancer-squamous-cell-removal,0
g165329825,susan,ann,bush,f,35, 51  spiller  street ,bush.susan@aol.com,married,2018-7-31t18:34+00:00, 51    spiller    street ,qld,76,30,75,178,,cervical-spinal-stenosis,0
c121555921,jason,p,swensen,m,13, 4  bowen  road ,swensen9@mail.com.au,n/a,2018-7-31t07:41+00:00, 4    bowen    road ,vic,44,24,76,144,,left-eye-cataract-surgery,0
g190083734,elizabeth,brickhouse,lineberger,f,18, 28  lamorna  avenue ,lineberger74@mail.com,n/a,2018-7-31t01:29+00:00, 28    lamorna    avenue ,nsw,80,34,76,254,,cellulitis,0
d111812549,shirley,grier,embler,f,43, 16  ostermann  street ,rliticcrjc@yahoo.com,married,2018-7-31t08:38+00:00, 16    ostermann    street ,nt,71,23,76,140,,crying,0
a198895401,john,alexander,matthis,m,35, 55  lambert  street ,matthis41@aol.com,married,2018-7-31t10:29+00:00, 55    lambert    street ,vic,116,38,77,297,,urinary-incontinence,0
f120533370,dave,wayne,godfrey,m,23, 18  lewis  close ,dave.godfrey@hotmail.com,separated,2018-7-31t22:56+00:00, 18    lewis    close ,nt,111,29,69,259,0,leg-aches-from-varicose-veins,0
i112092408,william,lynn,reynolds,m,56, 70  madigan  street ,reynolds52@hotmail.com,married,2018-7-31t11:25+00:00, 70    madigan    street ,act,59,20,81,172,1,unexplained-weight-loss,0
c169276456,julie,s,gethers,f,29, 143  wolli  street ,julie81@mail.com.au,married,2018-7-31t11:21+00:00, 143    wolli    street ,nsw,95,36,77,233,,tia,0
f106000696,kerry,gayle,askew,f,31, 11  idlewoods  crescent ,kerry43@mail.com,married-de-facto,2018-7-31t04:02+00:00, 11    idlewoods    crescent ,nsw,104,32,71,254,,depressed-mood-once-in-a-while,0
a167127868,alicia,martz,bannerman,f,23, 16  johnstone  street ,bannerman.alicia@gmail.com,married-de-facto,2018-7-31t16:51+00:00, 16    johnstone    street ,vic,120,49,70,139,,likely-coronary-artery-disease.-updated-8/22/13:-no-new-issues.-continues-to-take-medication-for-hypertension.,0
c116301789,annie,Miss,neal,f,28, 73  lovel  street ,annie.neal@yahoo.com,married,2018-7-31t21:35+00:00, 73    lovel    street ,nsw,87,35,75,196,,lower-back-pain-w/-cold-weather,0
c191018150,deborah,sue,amos,f,32, locksley  road  alsby  vale ,lbrhincpck@hotmail.com,married,2018-7-31t16:51+00:00, locksley    road    alsby    vale ,vic,125,40,75,93,,ankle-swelling,0
d115357811,kathleen,lee,guess,f,26, 564  brown  street ,guess.kathleen@yahoo.com,married,2018-7-31t06:57+00:00, 564    brown    street ,nsw,78,30,73,213,,low-energy,0
b164094473,tamika,lynn,lewis,f,57, 49  eaton  place ,lewis23@gmail.com,married-de-facto,2018-7-31t05:35+00:00, 49    eaton    place ,nt,124,39,74,229,,fall,0
g105242460,william,scott,weikel,m,31, 9  barrett  street ,hsrjrksmak@mail.com,married,2018-7-31t10:24+00:00, 9    barrett    street ,vic,73,19,76,156,,history-of-basal-cell-cancers,0
b181683877,thomas,alexander,black,m,23, 22  killeen  street  nundah  4012  qld ,black21@yahoo.com,married,2018-7-31t02:28+00:00, 22    killeen    street ,qld,56,18,77,124,0,wandering,0
b154588493,jessie,edward,horton,m,26, 9  monckton  place ,jessie.horton@aol.com,not-married,2018-7-31t01:46+00:00, 9    monckton    place ,nsw,134,36,77,241,0,myocardial-infarction,0
d133134893,patrick,,degrant,m,38, 2  cable  cove ,degrant.patrick@aol.com,married,2018-7-31t07:50+00:00, 2    cable    cove ,,104,26,76,160,,diarrhea,0
g133469070,melody,denise,samuels,f,28, 8  cobwell  street ,melody29@hotmail.com,married-de-facto,2018-7-31t12:18+00:00, 8    cobwell    street ,nsw,139,51,70,118,,lung-adenocarcinoma,0
g136642360,kathryn,louise,dixon,f,31, 7  mackey  street ,kathryn15@mail.com,separated,2018-7-31t14:44+00:00, 7    mackey    street ,vic,123,46,67,107,,headache-post-lp,0
i122735983,alec,g,edwards,m,28, shadforth  road ,edwards38@mail.com.au,married,2018-7-31t09:32+00:00, 28    narrows    road ,nt,148,48,79,196,0,diarrhea,0
b159616811,stanley,ashley,johnson,m,32, 3  gillon  court ,nneissnkqp@hotmail.com,married,2018-7-31t21:54+00:00, 3    gillon    court ,nt,122,38,79,220,,fatigue,0
e121464990,melanie,morris,rowe,f,34, 7  tandarook  crescent ,melanie.rowe@aol.com,married,2018-7-31t03:50+00:00, 7    tandarook    crescent ,vic,73,24,74,174,,crying,0
g123823389,henry,lee,dombos,m,34, cape  otway  road  moonmoote ,henry.dombos@aol.com,not-married,2018-7-31t11:17+00:00, cape    otway    road    moonmoote ,vic,132,35,70,149,,basal-cell-skin-cancer,0
c106257065,jennie,d,mclain,f,26, 75  onslow  street ,,,2018-7-31t19:04+00:00, 75    onslow    street ,nsw,105,37,69,146,,worsening-of-abdominal-pain/crampting-and-decreased-appetite.-required-treatment-with-an-new-drug-but-now-a-little-better.,0
e111506691,douglas,kent,Mr,m,26, 5  edith  street ,douglas.maney@mail.com,married,2018-7-31t07:27+00:00, 5    edith    street ,vic,118,33,80,117,,squamous-cell,0
d149618378,larry,henry,buckler,m,26, carrington  retirement  vlge ,bceqtmmijm@aol.com,not-married,2018-7-31t23:16+00:00, carrington    retirement    vlge ,nsw,66,18,78,176,,knee-injury,0
c129015887,delray,wood,burgess,f,52, 7  watling  avenue ,burgess.delray@gmail.com,married,2018-7-31t13:26+00:00, 7    watling    avenue ,wa,146,60,80,152,,cellultitis,0
i120301419,kristy,stanley,new,f,30, 6  foxmont  drive ,kristy79@yahoo.com,not-married,2018-7-31t22:03+00:00, 6    foxmont    drive ,qld,77,28,74,113,,basal-cell-carcinoma-right-cheek-removed,0
i144031988,brian,patrick,whichard,m,47, 18  jackson  street ,whichard30@aol.com,married,2018-7-31t24:23+00:00, 18    jackson    street ,qld,144,47,73,167,0,right-knee-pain,0
g113037565,mary,edmonds,lock,f,45, carlisle  street ,lock11@yahoo.com,married-de-facto,2018-7-31t05:57+00:00, carlisle    street ,nsw,137,50,74,113,,arthritis-r-knee,0
e135657136,nicole,roebuck,wingler,f,31, 216  redwood  road ,wingler93@mail.com,married,2018-7-31t15:17+00:00, 216    redwood    road ,tas,50,17,66,171,,hot-flashes,0
f154687686,david,r,dail,m,26, 45  collingwood  street ,david.dail@yahoo.com,separated,2018-7-31t24:40+00:00, 45    collingwood    street ,nsw,97,24,76,166,0,low-energy,0
g196006661,dameian,,magee,m,27, 512  sunnyholt  road ,,married-de-facto,2018-7-31t21:27+00:00, 512    sunnyholt    road ,nsw,138,41,77,131,0,ankle-swelling,0
h128827553,daquan,l,shuman,m,54, 4  forrest  street ,shuman.daquan@aol.com,married,2018-7-31t01:10+00:00, 4    forrest    street ,vic,146,46,75,203,0,vision-changes-post-lumbar-puncture,0
i164544037,kathleen,seslar,lake,f,27, 8  bristol  street ,kathleen81@gmail.com,married,2018-7-31t04:06+00:00, 8    bristol    street ,nsw,135,48,78,308,,terminal-insomnia,0
b126048932,spencer,allen,mason,m,39, 56  ormond  road ,spencer.mason@yahoo.com,not-married,2018-7-31t02:42+00:00, 56    ormond    road ,,78,21,71,162,, No  medical  diagnosis ,0
i124016697,elaine,ann,burton,f,33, 5  wild  orange  place ,elaine.burton@hotmail.com,not-married,2018-7-31t24:59+00:00, 5    wild    orange    place ,nsw,107,45,73,189,,crying,0
b119178947,garth,david,rault,m,34, 17  university  avenue  palm  plaza ,garth29@hotmail.com,married,2018-7-31t05:59+00:00, 17    university    avenue    palm    plaza ,nt,106,33,74,235,0,mole-on-back,0
i138490505,adam,e,smith,m,24, 115  ely  street ,smith.adam@mail.com,married,2018-7-31t20:52+00:00, 115    ely    street ,nsw,83,22,73,124,,lower-back-pain,0
a113180538,sharlena,latrice,evans,f,40, 14  sutherland  street ,sharlena.evans@mail.com.au,separated,2018-7-31t09:26+00:00, 14    sutherland    street ,qld,89,36,74,230,,insomnia,0
h131277503,heather,edwards,reising,f,26, 27  hayes  avenue ,reising.heather@gmail.com,widowed,2018-7-31t24:05+00:00, 27    hayes    avenue ,vic,123,53,71,91,,diarrhea,0
h198039359,anthony,arthur,murdock,m,59, 20  williams  avenue ,qsmoeeqikr@aol.com,not-married,2018-7-31t23:38+00:00, 20    williams    avenue ,sa,97,34,73,167,0,cataract-surgery--l-eye,0
f146182359,jessica,grimes,dent,f,38, 53  buvelot  street ,dmgfbmigpp@aol.com,divorced,2018-7-31t11:51+00:00, 53    buvelot    street ,act,104,35,79,184,,sleep-apnea-/rx-cpap,0
f193188246,nicholas,david,bowman,m,31, 41  tucker  avenue ,nicholas.bowman@aol.com,married,2018-7-31t19:45+00:00, 41    tucker    avenue ,nsw,107,28,76,212,,left-knee-osteoarthritis,0
d150168529,jordan,russell,graves,m,19, 114  viewbank  road ,egnkoahnjj@mail.com.au,married,2018-7-31t18:39+00:00, 114    viewbank    road ,tas,88,28,77,179,,increased-confusion,0
d157554577,shenita,rene,austin,f,34, 3  karara  court ,austin.shenita@yahoo.com,married-de-facto,2018-7-31t03:17+00:00, 3    karara    court ,qld,57,20,78,72,,lumbar-spinal-stenosis,0
g192784808,kimberly,newman,jackson,f,38, 179  belmont  avenue ,jackson.kimberly@mail.com,married,2018-7-31t18:41+00:00, 179    belmont    avenue ,wa,108,41,72,145,,hypercalcemia,0
c161944394,angelina,watkins,hunt,f,19, 69  estell  street ,angelina.hunt@mail.com,married,2018-7-31t15:02+00:00, 69    estell    street ,nsw,45,15,72,172,,fall,0
e110829289,lula,lee,fogleman,f,36, 63  hutchison  terrace ,lula.fogleman@mail.com,married,2018-7-31t21:12+00:00, 63    hutchison    terrace ,nt,128,50,79,214,,urinary-tract-infection,0
h198390745,william,floyd,wyche,m,25, 31  agave  street ,wyche.william@mail.com,married,2018-7-31t08:17+00:00, 31    agave    street ,qld,104,30,72,151,,fall,0
g163747817,kathleen,,hewett,f,34, 30  clarke  avenue ,kathleen15@aol.com,married,2018-7-31t04:46+00:00, 30    clarke    avenue ,vic,98,35,76,161,,coughing,0
i106866274,james,b,mitchell,m,16, 102  foucart  street ,mitchell33@mail.com,n/a,2018-7-31t01:05+00:00, 102    foucart    street ,nsw,77,22,80,123,,pregnancy,0
b102127586,janet,j,charest,f,28, 9  rosina  street ,janet97@gmail.com,married,2018-7-31t13:25+00:00, 9    rosina    street ,qld,58,20,71,264,,hypertension,0
f181213348,keith,randall,Mr,m,29, 9  waltham  street ,oqrnrhldcd@aol.com,divorced,2018-7-31t20:54+00:00, 9    waltham    street ,nsw,137,49,75,178,0,rash,0
f123442474,geraldine,patterson,deutsch,f,25, 22  broadarrow  circuit ,geraldine.deutsch@yahoo.com,married,2018-7-31t21:44+00:00, 22    broadarrow    circuit ,nt,109,41,72,211,,insomnia,0
f119772817,elizabeth,lashella,Miss,f,41, 17  ocean  view  drive ,keel.elizabeth@aol.com,married,2018-7-31t18:09+00:00, 17    ocean    view    drive ,nsw,66,24,77,210,,episodes-of-hyperventilation,0
e197379962,steven,frank,melvin,m,57, 9  melba  street ,melvin.steven@yahoo.com,divorced,2018-7-31t13:23+00:00, 9    melba    street ,qld,146,45,69,239,0,diahrrhea,0
h132926828,nancy,elizabeth,moore,f,32, 38  north  road ,moore67@gmail.com,not-married,2018-7-31t04:58+00:00, 38    north    road ,vic,74,23,77,180,,insomnia,0
i142580511,ponza,machelle,zeralli,f,36, 22  melastoma  drive ,zeralli87@yahoo.com,married,2018-7-31t19:02+00:00, 22    melastoma    drive ,nt,99,38,71,321,,chest-cold,0
e163938681,martha,h,gurley,f,31, 44  blanche  street ,sjtbfptfrk@gmail.com,not-married,2018-7-31t24:40+00:00, 44    blanche    street ,sa,114,48,67,252,,dizziness,0
g108463621,marva,elizabeth,chapman,f,24, 10  andreas  street ,,not-married,2018-7-31t05:18+00:00, 10    andreas    street ,nsw,79,25,76,242,,left-knee-osteoarthritis,0
c186537794,bernhard,,kline,m,30, 1  pioneer  road ,kline34@aol.com,separated,2018-7-31t12:58+00:00, 1    pioneer    road ,nsw,120,42,75,154,0,celiac's-disease,0
c175836521,patricia,genevieve,allen,f,39, goulburn  valley  highway ,qbeeqhkkaq@yahoo.com,married,2018-7-31t09:29+00:00, goulburn    valley    highway ,vic,111,43,70,179,,coughing,0
h165922373,therese,newton,mckinney,f,45, 22  celandine  street ,,married,2018-7-31t02:14+00:00, 22    celandine    street ,qld,101,36,69,101,,left-wrist-mild-carpal-tunnel,0
g106241510,jospeh,t,serrano,m,32, 18  hunter  street ,,not-married,2018-7-31t12:27+00:00, 18    hunter    street ,,90,25,74,207,0,fall,0
a135135778,kathryn,lea,pietropaolo,f,27, 54  anvil  street ,kathryn51@hotmail.com,married,2018-7-31t24:52+00:00, 54    anvil    street ,nsw,146,57,74,138,,diarrhea,0
b104256424,patricia,shrietta,costelloe,f,28, 25  herdsman  parade ,patricia.costelloe@hotmail.com,married,2018-7-31t19:38+00:00, 25    herdsman    parade ,wa,130,40,76,224,,fall-on-stairs,0
c176396173,elsa,alicia,king,f,24, 286  brisbane  street ,elsa28@mail.com,divorced,2018-7-31t18:10+00:00, 286    brisbane    street ,nsw,81,27,72,187,,strep-infection-of-skin,0
f120564428,daniel,isaac,sevy,m,34, 8  alkoo  crescent ,sevy.daniel@yahoo.com,married,2018-7-31t03:27+00:00, 8    alkoo    crescent ,nsw,103,36,72,242,,fall,0
d111339716,jennifer,ongele,simpson,f,23, 321  vulture  street ,simpson.jennifer@aol.com,married-de-facto,2018-7-31t08:20+00:00, 321    vulture    street ,qld,69,23,80,206,,disorientation,0
c144323258,bertly,william,sutton,m,27, 52  gresham  way ,bertly52@hotmail.com,married,2018-7-31t16:32+00:00, 52    gresham    way ,vic,128,45,72,156,1,fall,0
b166312299,kirsten,d'wanneka,hisle,f,28, 37  bermingham  crescent ,kirsten.hisle@mail.com.au,married,2018-7-31t17:37+00:00, 37    bermingham    crescent ,nt,103,34,79,94,,diarrhea,0
f137553792,cecil,gary,farkas,m,30, 11  denham  street ,githpnirpp@mail.com,married-de-facto,2018-7-31t21:09+00:00, 11    denham    street ,nsw,131,33,79,187,1,small-scab-right-temple/scalp,0
b118944697,darryl,l,larry,m,32, 24  waverley  park  drive ,darryl.larry@yahoo.com,married,2018-7-31t20:27+00:00, 24    waverley    park    drive ,vic,82,21,74,109,,intention&-resting-tremor,0
f108626046,allen,chester,wall,m,36, 11  wintercole  court ,allen17@mail.com,divorced,2018-7-31t09:52+00:00, 11    wintercole    court ,tas,71,18,72,176,0,pain-in-right-thigh-(muscle),0
i192462789,myrtle,elizabeth,dye,f,28, 51  herbert  (south)  street ,dye.myrtle@gmail.com,married,2018-7-31t04:27+00:00, 51    herbert    (south)    street ,nsw,112,35,72,124,,uti,0
g179247650,david,degronde,schiel,m,22, 4  adrian  lee  court ,schiel64@mail.com,separated,2018-7-31t16:19+00:00, 4    adrian    lee    court ,sa,121,40,80,125,,post-nasal-drip-causing-productive-cough,0
e146986190,eric,,parker,m,25, 367  camp  road ,eric11@mail.com,married,2018-7-31t12:22+00:00, 367    camp    road ,vic,128,38,76,259,0,hypertension,0
g194593605,helen,adorya,peace,f,23, smokey  town  road ,helen51@mail.com.au,not-married,2018-7-31t07:35+00:00, smokey    town    road ,vic,64,22,75,192,,cough-and-excessive-oral-secretions-secondary-to-bronchitis,0
f127198319,eddie,james,harms,m,48, 8  keats  place ,eddie74@aol.com,not-married,2018-7-31t22:32+00:00, 8    keats    place ,act,77,25,78,178,0,skin-rash,0
e150012503,tracy,jeanine,artis,f,17, 5  day  street ,tracy3@mail.com.au,n/a,2018-7-31t15:15+00:00, 5    day    street ,nt,44,16,78,189,,intentional-tremor-of-bilateral-legs,0
i104805757,candice,nicole,reid,f,25, 166  thompsons  road ,bddgmkqqli@yahoo.com,not-married,2018-7-31t06:50+00:00, 166    thompsons    road ,vic,123,42,68,244,,muscloskeletal-pain,0
b140117575,sabrina,jo,smith,f,41, 21  harrison  street ,qimlleqsqm@mail.com,not-married,2018-7-31t05:43+00:00, 21    harrison    street ,nsw,70,23,78,68,,diarrhea,0
g112890443,allen,p,smith,m,20, 7  garden  street ,qclgkkhmbq@yahoo.com,not-married,2018-7-31t24:54+00:00, 7    garden    street ,nsw,77,24,79,198,,neck-stiffness,0
a146676003,omer,joel,hoover,m,39, 1155  stuart  highway ,omer9@aol.com,married,2018-7-31t22:55+00:00, 1155    stuart    highway ,nt,83,22,71,103,0,picking-at-skin-(behavior),0
i198679957,maria,jean,montero,f,26, 24  wilbraham  street ,nfosogenif@gmail.com,not-married,2018-7-31t15:47+00:00, 24    wilbraham    street ,qld,118,42,69,206,,common-cold,0
g158767600,diana,wannette,santillan,f,25, 31  york  street ,cepaijbdpo@aol.com,divorced,2018-7-31t23:43+00:00, 31    york    street ,vic,70,21,70,196,,low-energy,0
h192646239,david,leavan,parker,m,33, 277  carrington  street ,david14@aol.com,married,2018-7-31t23:23+00:00, 277    carrington    street ,sa,113,30,70,186,,fall,0
i190677233,ronald,t,hayes,m,27, 9  smith  street ,ronald82@yahoo.com,married,2018-7-31t23:52+00:00, 9    smith    street ,tas,94,32,74,194,,nasal-congestion,0
h179160651,latoya,sue,layton,f,50, 3  hampden  avenue ,layton.latoya@gmail.com,separated,2018-7-31t21:18+00:00, 3    hampden    avenue ,nsw,127,55,79,127,,constipation,0
i192494362,ellis,elgin,hefner,m,50, 4  oonah  crescent ,jifebrfsdt@aol.com,divorced,2018-7-31t09:44+00:00, 2    austral    place ,vic,71,19,76,181,1,urinary-frequency,0
g151579795,lloyd,l,peed,m,38, 164  buckley  street ,peed8@aol.com,not-married,2018-7-31t13:51+00:00, 164    buckley    street ,vic,61,19,65,213,0,iron-stopped,0
i183766831,cynthia,japelle,snead,f,39, marked  tree  road ,cynthia.snead@aol.com,married-de-facto,2018-7-31t06:42+00:00, marked    tree    road ,nsw,121,53,80,258,,anemia-due-to-blood-loss,0
