ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,marital_status,current_timestamp,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
g160162725,pearl,glenn,barker,f,24,13/12/1994,,theodore,2905,act, 02  5304  2600 ,rdeadndbej@mail.com.au,not-married,2018-7-31t20:39+00:00,ict-technician,52100.0,3a1e73d4cd7073ab25e1c0ac9f590ac1,5,2018-05-13t09:49+00:00
f130034979,judtih,f,davis,f,42,29/6/1976, 20  first  avenue ,dandenong,3175,vic, 03  9730  6360 ,fpntjcjsof@aol.com,not-married,2018-7-31t04:19+00:00,education-professional,83900.0,e1ddbadf6f2a5d77927718c6088e2c96,19,2014-10-12t14:42+00:00
g164912947,kecia,dawn,walker,f,29,18/8/1989, 11  columbia  street , macleay    island ,4184,qld, 07  4397  3072 ,kecia78@mail.com,divorced,2018-7-31t06:14+00:00,construction-worker,23100.0,a05d4c286497ceb27fc939c26570f732,9,2017-02-14t12:09+00:00
a136151819,david,adam,recore,m,32,15/5/1986, 30  weir  street ,rye,3941,vic, 03  1815  3260 ,david8@hotmail.com,married-de-facto,2018-7-31t11:37+00:00,other-technician,109300.0,f86423e80228174ccb8fa420cdeb89e9,13,2018-04-23t19:27+00:00
i173893944,vaishali,mae,strickland,f,25,17/5/1993, rainbow  crescent ,dunwich,4183,qld, 07  6416  7839 ,vaishali.strickland@mail.com.au,married,2018-7-31t02:02+00:00,manager,91500.0,4e3083cb2d49566e3064958a0cc80a93,6,2018-01-24t06:09+00:00
h149340601,mary,nichole,cloud,f,25,22/6/1993, 109  bourke  street ,dubbo,2830,nsw, 02  2306  5153 ,mary.cloud@gmail.com,married-de-facto,2018-7-31t14:53+00:00,ict-technician,50300.0,57816c3c3700e6214e107b261d66850f,6,2018-01-10t12:37+00:00
d113487186,mitchell,russell,evans,m,33,2/3/1985, 155  somerset  street ,richmond,3121,vic, 03  0115  0337 ,evans.mitchell@yahoo.com,married,2018-7-31t04:19+00:00,education-professional,85900.0,109e742e20c95356c4861fe9fe842ef7,12,2016-09-06t15:14+00:00
g161803379,alison,elizabeth,letourneau,f,39,22/9/1979, 29  anson  street ,bourke,2840,nsw, 02  6078  8245 ,alison.letourneau@mail.com,married,2018-7-31t18:32+00:00,ict-technician,76300.0,401ecc96921a88312b098992d2f61765,20,2018-01-10t05:39+00:00
g154930350,aimee,milom,deal,f,32,10/4/1986, 13  manniche  avenue , box    hill ,3128,vic, 03  9851  6799 ,aimee67@mail.com.au,married,2018-7-31t02:52+00:00,clerks,12100.0,45dc96e9fc910f2875c63d88c64b8f42,13,2018-06-02t04:15+00:00
b182838162,winifred,campbell,moore,f,37,15/9/1981, 25  elizabeth  street ,cranbourne,3977,vic, 03  8904  9551 ,tfelmgkage@aol.com,married,2018-7-31t13:01+00:00,art-media-professional,75800.0,2b4d74be5f36ce6c578e9b9b5e8d146f,18,2018-02-02t16:33+00:00
f199499699,terri,beth,leung,f,18,13/5/2000, 11  wentworth  parade ,yennora,2161,nsw, 02  1962  9712 ,qeqnagbtjn@yahoo.com,n/a,2018-7-31t01:38+00:00,casual-worker,0,e5922636e32534b28d691f84a37d6b78,1,2018-05-02t14:30+00:00
d119126566,ann,clara,ivey,f,39,17/6/1979, 32  beach  parade ,balcolyn,2264,nsw, 02  5641  0395 ,ivey.ann@mail.com,married,2018-7-31t06:54+00:00,automotive-worker,36000.0,f6bc45a4c1161fab64d24ef7b338b20d,20,2018-05-18t01:03+00:00
i107867839,leonard,maurice,allendorf,m,52,25/9/1966, 15  waranga  drive ,kialla,3631,vic, 03  3689  3168 ,allendorf26@gmail.com,married-de-facto,2018-7-31t01:01+00:00,legal-professional,176000.0,66b0e98ac554b1fa140c3ad419916553,28,2013-04-11t22:09+00:00
e169048132,willy,e,catlett,m,40,25/4/1978, 28  woodland  drive , reedy    creek ,4228,qld, 07  5907  6527 ,willy.catlett@mail.com.au,separated,2018-7-31t14:48+00:00,legislator,152400.0,d1b255766f36a31d0e8c3848c6e7e17c,18,2015-11-08t18:18+00:00
f171606020,kenneth,douglas,bernard,m,35,14/9/1983, black  hill  road , black    hill ,2322,nsw, 02  2647  6069 ,bernard44@mail.com.au,not-married,2018-7-31t03:39+00:00,ict-professional,100600.0,b18638eeb35b7febbc5939bb4bfe9797,16,2018-05-05t19:08+00:00
c180536282,tabitha,byers,hawley,f,67,11/2/1951, 16  thistle  down  drive ,huntingfield,7055,tas, 03  3532  5394 ,hawley.tabitha@hotmail.com,married-de-facto,2018-7-31t24:15+00:00,legal-professional,115500.0,c9231b580be51f4e190b2e29ef2aad68,47,2017-06-09t11:31+00:00
e177746321,nelson,s,cox,m,25,28/2/1993, 16  piper  avenue ,youngtown,7249,tas, 03  5780  8113 ,cox.nelson@aol.com,married,2018-7-31t19:58+00:00,legislator,115200.0,b7b961936cd83484aaa6f3105a91f867,6,2018-03-15t09:10+00:00
f157334287,jesse,matthew,murray,m,32,8/2/1986, 27  the  trongate ,granville,2142,nsw, 02  4029  9575 ,jesse30@mail.com.au,not-married,2018-7-31t07:44+00:00,ict-professional,101600.0,c675ed9d08f36ad6eccf35bce2304543,7,2012-06-02t10:35+00:00
h156060149,jennifer,ann,myers,f,46,12/10/1972, 4  elm  street , surrey    hills ,3127,vic, 03  4346  2662 ,myers.jennifer@mail.com.au,divorced,2018-7-31t17:19+00:00,other-technician,60900.0,8e410275715a03d8aa09e7d9287433e7,25,2016-12-23t21:49+00:00
e155201115,theresa,,grey,f,27,15/3/1991, 10  kenley  close  blackalls    park  2283  nsw ,,,, 02  3007  0701 ,theresa.grey@gmail.com,married-de-facto,2018-7-31t20:36+00:00,general-manager,93100.0,b4e8aec60daf8a21db77c7af6198bbb9,8,2018-04-11t14:52+00:00
c147788058,frederick,mcalister,gregory,m,27,2/12/1991, 55  north  mine  street , broken    hill ,2880,nsw, 02  5854  0546 ,gregory90@aol.com,married,2018-7-31t09:26+00:00,general-manager,101700.0,4a41fc02e94740f04cb2613d100e5471,8,2018-03-20t19:10+00:00
i188236478,richard,michael,tolbert,m,40,22/11/1978, 87  mona  vale  road , mona    vale ,2103,nsw, 02  2881  7718 ,richard.tolbert@mail.com.au,divorced,2018-7-31t15:23+00:00,automotive-worker,97300.0,21565e43ed224dc64aa88d1ca87dfe8f,21,2018-03-18t15:12+00:00
h197788903,lillian,renee,robinson,f,37,5/5/1981, 3  prince  street ,clayton,3168,vic, 03  3251  0125 ,lillian.robinson@aol.com,not-married,2018-7-31t10:45+00:00,other-technician,71100.0,2a5e1557787c104be956f33190d4f960,11,2011-10-25t14:39+00:00
a190754609,tiffany,j,kitzner,f,32,13/2/1986, west  road ,coominya,4311,qld, 07  5389  6670 ,tiffany22@mail.com.au,divorced,2018-7-31t19:57+00:00,other-worker,31200.0,a1e6a7ba93ccfba7b3b748f36016c240,13,2018-05-12t04:17+00:00
c147454494,beverly,franceskatheri,ratchford,f,43,12/9/1975, 27  czarnecki  street ,camira,4300,qld, 07  5141  7990 ,nogttrmkci@mail.com,married,2018-7-31t07:13+00:00,machinary-driver,10500.0,6c7589638fd1d6d15eb4fc3c4aa485a9,24,2018-02-12t02:24+00:00
h100549159,joshua,ladonte,kinley,m,32,23/12/1986, 14  numbat  place ,buxton,2571,nsw, 02  7369  2288 ,joshua.kinley@mail.com,married,2018-7-31t24:16+00:00,clerical-worker,32300.0,c3910e60019990497c7329b9dcaf30ff,9,2014-09-26t13:25+00:00
d142245452,meryl,rice,brooks,f,38,18/12/1980, 15  caedell  street ,dubbo,2830,nsw, 02  1186  2596 ,,married,2018-7-31t24:02+00:00,art-media-professional,66100.0,806153eec8b9a320df36df661281823b,18,2017-01-17t08:49+00:00
b102739905,martha,marie,edwards,f,25,15/10/1993, 27  hotham  court ,leanyer,0812,nt, 08  7333  3658 ,martha.edwards@mail.com,not-married,2018-7-31t01:31+00:00,legal-professional,55300.0,0a9d3711ac2d685689231cbebcf2ad86,6,2018-02-13t12:43+00:00
g190592033,jonathan,andrew,rankin,m,25,29/11/1993, 10  barossa  street ,larrakeyah,0820,nt, 08  5117  8888 ,bjpmkiropt@aol.com,not-married,2018-7-31t02:59+00:00,art-media-professional,95800.0,6fd8e3f071242d22242cd140e89952c7,6,2018-01-17t17:31+00:00
d143039058,kent,junior,norbut,m,29,26/10/1989, 27  sirius  street  coorparoo  4151  qld ,,,, 07  1596  5777 ,norbut.kent@gmail.com,married,2018-7-31t16:25+00:00,ict-technician,91400.0,b6714463b81205d453c66f4af2743421,10,2018-03-11t22:46+00:00
f158750405,michael,jason,mcclain,m,31,5/7/1987, 32  aralia  street ,nightcliff,0810,nt, 08  7452  7713 ,mcclain.michael@mail.com,separated,2018-7-31t23:08+00:00,other-technician,73900.0,5ea9185eec3e6003847841236295d545,12,2018-01-13t05:42+00:00
g102388316,walter,randall,hillert,m,27,5/6/1991, 42  clifford  way , valley    view ,5093,sa, 08  0636  6401 ,,separated,2018-7-31t20:43+00:00,legislator,139000.0,176b84b545928db8f428f6357335c6e4,,2018-06-08t13:47+00:00
i152514634,tavarres,w,nagy,m,25,4/4/1993, 342  preston  point  road ,attadale,6156,wa, 08  5834  3024 ,sktjragphp@aol.com,married-de-facto,2018-7-31t20:48+00:00,other-technician,72400.0,1cdfd81c74ea35f5d326c4bb3be5cbf3,6,2018-04-14t12:59+00:00
b183795879,steven,m,craig,m,37,7/10/1981, old  mines  road , captains    flat ,2623,nsw, 02  4981  0942 ,steven.craig@yahoo.com,married-de-facto,2018-7-31t19:13+00:00,other-technician,103500.0,5f916b7972bc3ea1b0fb32807a69e0b8,11,2011-05-05t06:15+00:00
e120486679,crystal,gervais,sherrod,f,23,19/12/1995, 78  dargie  avenue ,inverbrackie,5244,sa, 08  8989  8357 ,sherrod.crystal@mail.com,not-married,2018-7-31t12:17+00:00,other-labourer,5700.0,3ba7c0129dddc63ba332fd75e388c945,4,2018-04-11t23:35+00:00
e167401445,anna,wolverton,kemp,f,33,17/12/1985, 36  avondale  avenue ,lismore,2480,nsw, 02  5149  8838 ,pfltnppptq@mail.com,married,2018-7-31t10:06+00:00,other-technician,68900.0,860227b209074f9463f44d1a7a351196,14,2018-04-19t23:49+00:00
i167663095,john,j,cifuni,m,27,2/12/1991, 135  pratten  street ,warwick,4370,qld, 07  8190  6270 ,cifuni19@mail.com.au,married,2018-7-31t14:36+00:00,part-time-worker,6200.0,a001f8d9e9c0f97e3ed82c5c50f7ad89,8,2018-06-10t10:32+00:00
e198828551,sadie,parris,hatchett,f,22,14/11/1996, 23  chiswick  place ,cherrybrook,2126,nsw, 02  3818  1633 ,hatchett.sadie@gmail.com,married,2018-7-31t06:28+00:00,other-technician,53100.0,5d452c9d982e0ad86c42ff057be6427a,3,2018-06-19t03:47+00:00
f155105905,robert,henry,atherton,m,12,21/5/2006, 21  meyer  street , mackay    north ,4740,qld, 07  3654  0901 ,robert72@mail.com.au,n/a,2018-7-31t17:50+00:00,n/a,0,n/a,0,2018-04-03t01:40+00:00
h121324486,amanda,eckstein,myers,f,22,9/3/1996, lyndhurst  street  bridgewater    on    loddon  3516  vic ,,,, 03  8864  3725 ,ehonmqkski@mail.com.au,married-de-facto,2018-7-31t05:39+00:00,ict-technician,56800.0,c99e182e9c3314cde1d54de48a5253db,3,2018-04-01t19:16+00:00
d111437454,dina,,knowles,f,38,30/10/1980, 5  marvan  place , devonport    east ,7310,tas, 03  4450  6212 ,knowles70@mail.com,married-de-facto,2018-7-31t08:30+00:00,chief-executive,121500.0,0f7ea301e20323a91cad138cd4f71655,19,2018-04-08t21:45+00:00
i106056474,george,patrick,whitehurst,m,37,14/12/1981, 2  hayes  street , alice    springs ,0870,nt, 08  5858  2698 ,george.whitehurst@hotmail.com,married-de-facto,2018-7-31t02:34+00:00,automotive-worker,53400.0,2052be292ad7b6ba8cc0afc7179c7d84,18,2018-02-03t20:06+00:00
f176941665,kimberly,sue,henningsen,f,27,30/7/1991, 11  whittaker  street , broken    hill ,2880,nsw, 02  9413  9773 ,kimberly60@aol.com,married,2018-7-31t05:08+00:00,health-professional,53600.0,5da76878850db1594c02b7fce231d0b7,8,2018-03-25t13:17+00:00
i172502408,donald,t,collins,m,32,15/12/1986, 4  jean  street , seven    hills ,2147,nsw, 02  7847  5861 ,donald54@hotmail.com,married,2018-7-31t10:53+00:00,ict-professional,121000.0,a91bc71e18b3009e78951bd276b43ba6,11,2016-01-13t22:37+00:00
b175200946,mary,,shuey,f,53,12/10/1965, 2  melaleuka  close ,nhulunbuy,0880,nt, 08  3570  5645 ,mary.shuey@mail.com,not-married,2018-7-31t08:07+00:00,machinary-driver,12900.0,ed3a5ce5d6f4761c81a470ad2dac1388,,2018-01-16t10:40+00:00
h194866741,cynthia,perry,strickland,f,32,5/1/1986, 294  milne  road , modbury    heights ,5092,sa, 08  5337  3043 ,strickland.cynthia@hotmail.com,divorced,2018-7-31t08:25+00:00,ict-technician,60700.0,648bfab8e9af0810c8f32a7fad0bdf3a,13,2018-05-07t01:25+00:00
g178550114,neil,john,dohan,m,23,9/9/1995,,merkanooka,6623,wa, 08  3994  5933 ,neil84@aol.com,married,2018-7-31t01:30+00:00,automotive-worker,50300.0,7d2fb36199e13aa662fe05fbe243b3b9,4,2018-03-08t11:26+00:00
i189601724,derrick,everett,naylor,m,46,9/10/1972, 237  bay  street ,brighton-le-sands,2216,nsw, 02  8252  1917 ,derrick45@aol.com,married,2018-7-31t12:18+00:00,ict-technician,88100.0,eca0564512ecc9296f54d77e5f57da6a,20,2011-03-27t15:27+00:00
g111790680,sally,antonette,wingo,f,39,26/4/1979, 2  congou  street ,cootamundra,2590,nsw, 02  9846  4469 ,sally97@yahoo.com,separated,2018-7-31t02:05+00:00,other-clerical-worker,20700.0,0093b616c023714e1f93144a89e0fc1f,20,2018-04-18t07:40+00:00
a116717294,ronald,kent,reeves,m,32,23/1/1986, 35  gardens  hill  crescent ,darwin,0800,nt, 08  9306  4708 ,brlepcrqpi@aol.com,married,2018-7-31t19:02+00:00,other-technician,104800.0,11e09bf199d54e5fa54a75432269344f,13,2018-05-03t06:46+00:00
b121239653,felicia,d,scott,f,30,12/4/1988, 11  innellan  road ,murrumbeena,3163,vic, 03  8511  6515 ,tilhtjbniq@hotmail.com,not-married,2018-7-31t18:38+00:00,factory-worker,7600.0,38ca2585ed3faf10706aa79a61653cac,11,2018-01-07t16:38+00:00
h148254017,anthony,bryan,marshall,m,20,2/1/1998, 43  lewis  street ,maryville,2293,nsw, 02  9459  2104 ,marshall97@gmail.com,married-de-facto,2018-7-31t16:17+00:00,construction-worker,53200.0,c92e40264e9d3373af72abb2766ba47c,1,2018-03-15t01:07+00:00
d190574827,james,king,tucker,m,43,7/5/1975, 128  clift  crescent ,richardson,2905,act, 02  0317  1847 ,tucker.james@mail.com,not-married,2018-7-31t23:41+00:00,health-support-worker,37400.0,bddded51eedaa7cfc9eac89c9d51df01,19,2013-12-12t03:17+00:00
g197445237,angela,michele,gore,f,46,13/3/1972, 11  dublin  road , ringwood    east ,3135,vic, 03  2547  5562 ,gore2@aol.com,divorced,2018-7-31t06:43+00:00,other-technician,56600.0,53f1243e0fdb8c4a3df874f732232fbc,22,2013-09-23t24:47+00:00
g135344220,thomas,kevin,schlecht,m,19,26/1/1999, 13  crimea  street , caulfield    north ,3161,vic, 03  0535  0405 ,efmtnjttkf@gmail.com,married,2018-7-31t12:27+00:00,automotive-worker,51700.0,eaf3adf9c38a91db1c2e7c20b0be7a3c,0,2018-03-05t19:17+00:00
h169771126,ritchie,michael,soldow,m,36,9/4/1982, 11  jack  place ,kuraby,4112,qld, 07  5188  8324 ,ritchie.soldow@mail.com.au,married-de-facto,2018-7-31t19:28+00:00,automotive-worker,77600.0,42a5e50f6a57f4c09c0c7eb6d58a20d0,11,2012-07-23t04:29+00:00
b193517829,amaris,emily,mcgannon,f,31,27/2/1987, 32  marsh  street ,arncliffe,2205,nsw, 02  9599  1625 ,erlskoptsj@mail.com,separated,2018-7-31t23:08+00:00,engineering-worker,23700.0,5a24112da3b1294922056986b3d28a4f,12,2018-04-05t05:41+00:00
a156613011,john,matthew,sturn,m,25,20/11/1993, 17  somerset  street ,mosman,2088,nsw, 02  8860  2970 ,sturn.john@mail.com,married,2018-7-31t20:03+00:00,art-media-professional,87700.0,9b5b78dfefc41a6de55f51b5c14466c4,6,2018-03-08t03:24+00:00
i112876910,mandy,m,chappell,f,28,28/2/1990, 1  montpelier  drive ,prospect,7250,tas, 03  1916  7091 ,mandy8@aol.com,not-married,2018-7-31t01:13+00:00,general-manager,97800.0,2bf8a7d2e7199ee2d874b0d28c5ceab8,8,2017-11-13t13:27+00:00
b108702805,stanley,michael,jones,m,27,19/2/1991, 4  callander  avenue ,kinross,6028,wa, 08  4108  8311 ,stanley60@yahoo.com,separated,2018-7-31t15:04+00:00,automotive-worker,62500.0,d2e90ab482cd409b085e6be66a4d3b83,8,2018-02-24t10:12+00:00
g165329825,susan,ann,bush,f,35,10/2/1983, 51  spiller  street ,ayr,4807,qld, 07  7143  6151 ,bush.susan@aol.com,married,2018-7-31t18:34+00:00,ict-technician,70800.0,5789f9a54b89af92e41b45bedd98ca88,12,2014-06-14t04:43+00:00
c121555921,jason,p,swensen,m,13,27/5/2005, 4  bowen  road , doncaster    east ,3109,vic, 03  9857  5692 ,swensen9@mail.com.au,n/a,2018-7-31t07:41+00:00,n/a,0,n/a,0,2018-04-16t12:04+00:00
g190083734,elizabeth,brickhouse,lineberger,f,18,31/8/2000, 28  lamorna  avenue ,beecroft,2119,nsw, 02  8027  0988 ,lineberger74@mail.com,n/a,2018-7-31t01:29+00:00,casual-worker,0,5baf646d2e8f084cf234aac5a2ef7671,1,2018-06-24t21:10+00:00
d111812549,shirley,grier,embler,f,43,25/10/1975, 16  ostermann  street , coconut    grove ,0810,nt, 08  3555  2028 ,rliticcrjc@yahoo.com,married,2018-7-31t08:38+00:00,clerks,15700.0,c9d9cd5eddff3269255bcb68fc541596,24,2018-03-13t16:56+00:00
a198895401,john,alexander,matthis,m,35,6/10/1983, 55  lambert  street ,ararat,3377,vic, 03  3411  1015 ,matthis41@aol.com,married,2018-7-31t10:29+00:00,construction-worker,66600.0,ee313ed3270f826020a10fffa20e3f30,16,2018-04-09t16:48+00:00
f120533370,dave,wayne,godfrey,m,23,14/8/1995, 18  lewis  close ,jabiru,0886,nt, 08  0404  0723 ,dave.godfrey@hotmail.com,separated,2018-7-31t22:56+00:00,automotive-worker,53100.0,979f292726a748f8624c2cb61cbc00cd,4,2018-01-09t18:55+00:00
i112092408,william,lynn,reynolds,m,56,25/12/1962, 70  madigan  street ,hackett,2602,act, 02  8507  8056 ,reynolds52@hotmail.com,married,2018-7-31t11:25+00:00,health-support-worker,61500.0,b789f44995c5de1cbb364beb5a86a96d,37,2018-01-25t04:02+00:00
c169276456,julie,s,gethers,f,29,3/8/1989, 143  wolli  street ,kingsgrove,2208,nsw, 02  8781  4940 ,julie81@mail.com.au,married,2018-7-31t11:21+00:00,art-media-professional,54200.0,0a12c595e3db7bd3cb2778e9c39a0077,6,2014-10-01t16:38+00:00
f106000696,kerry,gayle,askew,f,31,14/1/1987, 11  idlewoods  crescent , rainbow    flat ,2430,nsw, 02  9010  1426 ,kerry43@mail.com,married-de-facto,2018-7-31t04:02+00:00,ict-professional,62600.0,fe9a70e4fc83e81bc154f4a9f32b9732,12,2018-05-01t14:50+00:00
a167127868,alicia,martz,bannerman,f,23,11/4/1995, 16  johnstone  street ,malvern,3144,vic, 03  2361  3560 ,bannerman.alicia@gmail.com,married-de-facto,2018-7-31t16:51+00:00,other-worker,25400.0,32001189d455f0dad9c9485f841fab89,4,2018-05-04t19:01+00:00
c116301789,annie,Miss,neal,f,28,1/23/1990, 73  lovel  street ,katoomba,2780,nsw, 02  0819  5800 ,annie.neal@yahoo.com,married,2018-7-31t21:35+00:00,other-service-worker,17000.0,9a8952e9ef20b60aad98e7481917b8e2,9,2018-01-16t21:33+00:00
c191018150,deborah,sue,amos,f,32,18/2/1986, locksley  road  alsby  vale ,locksley,3665,vic, 03  6876  9565 ,lbrhincpck@hotmail.com,married,2018-7-31t16:51+00:00,other-worker,32000.0,00770b2daa24d13ac2a36d4528af2afd,12,2017-09-16t15:27+00:00
d115357811,kathleen,lee,guess,f,26,30/6/1992, 564  brown  street ,lavington,2641,nsw, 02  8322  6605 ,guess.kathleen@yahoo.com,married,2018-7-31t06:57+00:00,manager,90700.0,8ff13b74de3fbb683e96334c18ea9690,7,2018-01-26t23:47+00:00
b164094473,tamika,lynn,lewis,f,57,21/5/1961, 49  eaton  place ,karama,0812,nt, 08  6189  4994 ,lewis23@gmail.com,married-de-facto,2018-7-31t05:35+00:00,education-professional,69300.0,6e81831812a6ade4f491545920eed368,37,2017-04-13t10:16+00:00
g105242460,william,scott,weikel,m,31,19/6/1987, 9  barrett  street , upper    ferntree    gully ,3156,vic, 03  5619  4334 ,hsrjrksmak@mail.com,married,2018-7-31t10:24+00:00,ict-technician,115100.0,53d23c84ae5b05baf5d5829b2738373b,12,2018-05-27t18:24+00:00
b181683877,thomas,alexander,black,m,23,23/9/1995, 22  killeen  street  nundah  4012  qld ,,,, 07  8323  8588 ,black21@yahoo.com,married,2018-7-31t02:28+00:00,personal-assistant,32700.0,5a64ad61dab7e80e822c5a259193f107,4,2018-01-09t12:17+00:00
b154588493,jessie,edward,horton,m,26,3/9/1992, 9  monckton  place ,glenfield,2167,nsw, 02  8002  5052 ,jessie.horton@aol.com,not-married,2018-7-31t01:46+00:00,health-professional,96800.0,3c894a42a28affed24f92c49fa4726f0,7,2018-03-14t01:49+00:00
d133134893,patrick,,degrant,m,38,1/11/1980, 2  cable  cove , mosman    park ,6012,wa, 08  8216  9522 ,degrant.patrick@aol.com,married,2018-7-31t07:50+00:00,engineering-worker,86100.0,102f53451cf3dc01af6c267f17d0a627,18,2017-05-08t18:40+00:00
g133469070,melody,denise,samuels,f,28,18/3/1990, 8  cobwell  street ,barham,2732,nsw, 02  1357  5201 ,melody29@hotmail.com,married-de-facto,2018-7-31t12:18+00:00,art-media-professional,62300.0,d22545c8549e208555dce42727fff4cf,9,2018-06-15t05:30+00:00
g136642360,kathryn,louise,dixon,f,31,15/8/1987, 7  mackey  street ,longwarry,3816,vic, 03  5886  7262 ,kathryn15@mail.com,separated,2018-7-31t14:44+00:00,ict-professional,55200.0,740c112dc71bc464ff2abd2b627b9e95,11,2017-03-26t12:58+00:00
i122735983,alec,g,edwards,m,28,18/5/1990, shadforth  road ,katherine,0850,nt, 08  2544  3090 ,edwards38@mail.com.au,married,2018-7-31t09:32+00:00,clerks,39800.0,e57dddbff18a4b3ceb796dd00d16dcf5,9,2018-04-18t06:20+00:00
b159616811,stanley,ashley,johnson,m,32,8/4/1986, 3  gillon  court ,bakewell,0832,nt, 08  9762  3651 ,nneissnkqp@hotmail.com,married,2018-7-31t21:54+00:00,personal-services-worker,43300.0,65fd805be749d6ef258fc5a7340f1970,13,2018-06-11t10:26+00:00
e121464990,melanie,morris,rowe,f,34,25/3/1984, 7  tandarook  crescent ,donvale,3111,vic, 03  7540  5149 ,melanie.rowe@aol.com,married,2018-7-31t03:50+00:00,ict-technician,51800.0,5c685f92a9101ef9597d7992fd82d3e8,14,2017-05-15t13:11+00:00
g123823389,henry,lee,dombos,m,34,30/7/1984, cape  otway  road  moonmoote ,birregurra,3242,vic, 03  0583  9874 ,henry.dombos@aol.com,not-married,2018-7-31t11:17+00:00,other-technician,106500.0,6b5fa76099a09d3ee094ce401747a71a,14,2017-10-24t07:45+00:00
c106257065,jennie,d,mclain,f,26,2/2/1992, 75  onslow  street , rose    bay ,2029,nsw, 02  8918  9864 ,,,2018-7-31t19:04+00:00,un-employed,700.0,78e6834f573ccfaa5592b03385e551a0,7,2018-01-20t12:49+00:00
e111506691,douglas,kent,Mr,m,26,5/9/1992, 5  edith  street , oak    park ,3046,vic, 03  0385  9859 ,douglas.maney@mail.com,married,2018-7-31t07:27+00:00,personal-assistant,37200.0,c0faca70af20e780ceeef1281659b79c,7,2018-06-14t15:01+00:00
d149618378,larry,henry,buckler,m,26,5/2/1992, carrington  retirement  vlge ,camden,2570,nsw, 02  0291  0703 ,bceqtmmijm@aol.com,not-married,2018-7-31t23:16+00:00,other-technician,86100.0,e69ce4fa4df150f7e42c02c8dcfd151c,7,2018-04-23t11:15+00:00
